fdc_id,description
334353,"cholesterol, sweet and sour pork, chinese restaurant (va2,wv) - nfy0903l1"
334354,"starch, sweet and sour pork, chinese restaurant (va2,wv) - nfy0903l2"
334355,"tdf, sweet and sour pork, chinese restaurant (va2,wv) - nfy0903l3"
334356,"proximates, sweet and sour pork, chinese restaurant (va2,wv) - nfy0903l4"
334357,"riboflavin, sweet and sour pork, chinese restaurant (va2,wv) - nfy0903l5"
334358,"sugars, sweet and sour pork, chinese restaurant (va2,wv) - nfy0903l6"
334359,"thiamin, sweet and sour pork, chinese restaurant (va2,wv) - nfy0903l7"
334360,"vitamin b12, sweet and sour pork, chinese restaurant (va2,wv) - nfy0903l8"
334361,"vitamin k, sweet and sour pork, chinese restaurant (va2,wv) - nfy0903la"
334362,"sweet and sour pork, chinese restaurant (in1) - cy09047"
334364,"measures, sweet and sour pork, great wall chinese rest (in) - cy09047"
334366,"minerals, sweet and sour pork, chinese restaurant (in1) - nfy0903m5"
334367,"fatty acids, sweet and sour pork, chinese restaurant (in1) - nfy0903m6"
334368,"total fat, sweet and sour pork, chinese restaurant (in1) - nfy0903m7"
334369,"sweet and sour pork, chinese restaurant (ca1) - cy0904a"
334371,"measures, sweet and sour pork, chin dynasty (ca) - cy0904a"
334373,"minerals, sweet and sour pork, chinese restaurant (ca1) - nfy0903mq"
334374,"fatty acids, sweet and sour pork, chinese restaurant (ca1) - nfy0903mr"
334375,"total fat, sweet and sour pork, chinese restaurant (ca1) - nfy0903ms"
334376,"sweet and sour pork, chinese restaurant (va) - cy09049"
334377,"measures, sweet and sour pork, hunan house (va) - cy09049"
334382,"minerals, sweet and sour pork, chinese restaurant (va) - nfy0903mj"
334383,"fatty acids, sweet and sour pork, chinese restaurant (va) - nfy0903mk"
334384,"total fat, sweet and sour pork, chinese restaurant (va) - nfy0903ml"
334385,"sweet and sour pork, chinese restaurant (nc1) - cy0904c"
334388,"measures, sweet and sour pork, yun yum chinese rest (nc) - cy0904c"
334389,"minerals, sweet and sour pork, chinese restaurant (nc1) - nfy0903n4"
334390,"fatty acids, sweet and sour pork, chinese restaurant (nc1) - nfy0903n5"
334391,"total fat, sweet and sour pork, chinese restaurant (nc1) - nfy0903n6"
334392,"sweet and sour pork, chinese restaurant (ny1) - cy09048"
334395,"measures, sweet and sour pork, keilly chinese restaurant (ny) - cy09048"
334398,"minerals, sweet and sour pork, chinese restaurant (ny1) - nfy0903mc"
334399,"fatty acids, sweet and sour pork, chinese restaurant (ny1) - nfy0903md"
334400,"total fat, sweet and sour pork, chinese restaurant (ny1) - nfy0903me"
334401,"sweet and sour pork, chinese restaurant (ca2) - cy0904b"
334403,"measures, sweet and sour pork, first hunan chef wong (ca) - cy0904b"
334405,"minerals, sweet and sour pork, chinese restaurant (ca2) - nfy0903mx"
334406,"total fat, sweet and sour pork, chinese restaurant (ca2) - nfy0903mz"
334407,"fatty acids, (repeat)sweet and sour pork, chinese restaurant (ca2) - nfy0903n0"
334408,"fatty acids, sweet and sour pork, chinese restaurant (ca2) - nfy0903my"
334409,"sweet and sour pork, chinese restaurant (fl1) - cy0904f"
334410,"sweet and sour pork (sauce included in cup), wing wong bbq, fl"
334411,"measures, sweet and sour pork, wing wong bbq (fl) - cy0904f"
334413,"minerals, sweet and sour pork, chinese restaurant (fl1) - nfy0903np"
334414,"fatty acids, sweet and sour pork, chinese restaurant (fl1) - nfy0903nq"
334415,"total fat, sweet and sour pork, chinese restaurant (fl1) - nfy0903nr"
334416,"sweet and sour pork, chinese restaurant (co1) - cy0904d"
334418,"measures, sweet and sour pork, palace chinese rest (co) - cy0904d"
334422,"minerals, sweet and sour pork, chinese restaurant (co1) - nfy0903nb"
334423,"fatty acids, sweet and sour pork, chinese restaurant (co1) - nfy0903nc"
334424,"total fat, sweet and sour pork, chinese restaurant (co1) - nfy0903nd"
334425,"sweet and sour pork, chinese restaurant (ct1) - cy0904e"
334426,"measures, sweet and sour pork, hong kong chinese (ct) - cy0904e"
334431,"minerals, sweet and sour pork, chinese restaurant (ct1) - nfy0903ni"
334432,"fatty acids, sweet and sour pork, chinese restaurant (ct1) - nfy0903nj"
334433,"total fat, sweet and sour pork, chinese restaurant (ct1) - nfy0903nk"
334434,"sweet and sour pork, chinese restaurant (mi1) - cy0904h"
334437,"measures, sweet and sour pork, great wall chinese (mi) - cy0904h"
334440,"minerals, sweet and sour pork, chinese restaurant (mi1) - nfy0903o3"
334441,"fatty acids, sweet and sour pork, chinese restaurant (mi1) - nfy0903o4"
334442,"total fat, sweet and sour pork, chinese restaurant (mi1) - nfy0903o5"
334443,"sweet and sour pork, chinese restaurant (va3) - cy0904i"
334444,"measures, sweet and sour pork, china garden (va) - cy0904i"
334449,"minerals, sweet and sour pork, chinese restaurant (va3) - nfy0903oa"
334450,"fatty acids, sweet and sour pork, chinese restaurant (va3) - nfy0903ob"
334451,"total fat, sweet and sour pork, chinese restaurant (va3) - nfy0903oc"
334452,"sweet and sour pork, chinese restaurant (wv) - cy0904g"
334456,"measures, sweet and sour pork, dragon palace (wv) - cy0904g"
334458,"minerals, sweet and sour pork, chinese restaurant (wv) - nfy0903nw"
334459,"total fat, sweet and sour pork, chinese restaurant (wv) - nfy0903ny"
334460,"fatty acids, (repeat)sweet and sour pork, chinese restaurant (wv) - nfy0903o0"
334461,"fatty acids, sweet and sour pork, chinese restaurant (wv) - nfy0903nx"
334462,"restaurant, chinese, sweet and sour pork"
334463,"chinese restaurant, fried rice (no meat) (ny) - cy120co"
334464,"chinese restaurant, fried rice (no meat) (ny1) - nfy1209df"
334465,"minerals, chinese restaurant, fried rice (no meat) (ny) - nfy1209pl"
334466,"proximates, chinese restaurant, fried rice (no meat) (ny) - nfy1209pm"
334467,"chinese restaurant, fried rice (no meat) (in) - cy120cn"
334468,"chinese restaurant, fried rice (no meat) (in1) - nfy1209c5"
334469,"minerals, chinese restaurant, fried rice (no meat) (in) - nfy120a4q"
334470,"proximates, chinese restaurant, fried rice (no meat) (in) - nfy120a4r"
334471,"chinese restaurant, fried rice (no meat) (al) - cy120cp"
334472,"chinese restaurant, fried rice (no meat) (al1) - nfy1209bq"
334473,"chinese restaurant, fried rice (no meat) (al1) - nfy1209br"
334474,"minerals, chinese restaurant, fried rice (no meat) (al) - nfy1209ps"
334475,"proximates, chinese restaurant, fried rice (no meat) (al) - nfy1209pt"
334476,"chinese restaurant, fried rice (no meat) (in,ny) - cy120ck"
334477,"chinese restaurant, fried rice (no meat) (in1) - nfy1209c4"
334478,"chinese restaurant, fried rice (no meat) (ny1) - nfy1209de"
334479,"sugars, chinese restaurant, fried rice (no meat) (in,ny) - nfy1209ow"
334480,"fatty acids, chinese restaurant, fried rice (no meat) (in,ny) - nfy1209ox"
334481,"chinese restaurant, fried rice (no meat) (fl,mo) - cy120cm"
334482,"chinese restaurant, fried rice (no meat) (mo1) - nfy1209ck"
334483,"chinese restaurant, fried rice (no meat) (fl1) - nfy1209ek"
334484,"sugars, chinese restaurant, fried rice (no meat) (fl,mo) - nfy1209pe"
334485,"fatty acids, chinese restaurant, fried rice (no meat) (fl,mo) - nfy1209pf"
334486,"chinese restaurant, fried rice (no meat) (nc) - cy120cs"
334487,"chinese restaurant, fried rice (no meat) (nc1) - nfy1209d1"
334488,"minerals, chinese restaurant, fried rice (no meat) (nc) - nfy1209qd"
334489,"proximates, chinese restaurant, fried rice (no meat) (nc) - nfy1209qe"
334490,"chinese restaurant, fried rice (no meat) (ca1) - cy120cq"
334491,"chinese restaurant, fried rice (no meat) (ca1) - nfy1209cc"
334492,"chinese restaurant, fried rice (no meat) (ca1) - nfy1209cd"
334493,"minerals, chinese restaurant, fried rice (no meat) (ca1) - nfy1209pz"
334494,"proximates, chinese restaurant, fried rice (no meat) (ca1) - nfy1209q0"
334495,"chinese restaurant, fried rice (no meat) (co) - cy120ct"
334496,"chinese restaurant, fried rice (no meat) (co1) - nfy1209en"
334497,"chinese restaurant, fried rice (no meat) (co1) - nfy1209em"
334498,"minerals, chinese restaurant, fried rice (no meat) (co) - nfy1209qk"
334499,"proximates, chinese restaurant, fried rice (no meat) (co) - nfy1209ql"
334500,"chinese restaurant, fried rice (no meat) (ca2,nc) - cy120cl"
334501,"chinese restaurant, fried rice (no meat) (nc1) - nfy1209d0"
334502,"chinese restaurant, fried rice (no meat) (ca2) - nfy1209e0"
334503,"carotenoids, chinese restaurant, fried rice (no meat) (ca2,nc) - nfy1209p3"
334504,"retinol, chinese restaurant, fried rice (no meat) (ca2,nc) - nfy1209p4"
334505,"sugars, chinese restaurant, fried rice (no meat) (ca2,nc) - nfy1209p5"
334506,"vitamin d, chinese restaurant, fried rice (no meat) (ca2,nc) - nfy1209p6"
334507,"fatty acids, chinese restaurant, fried rice (no meat) (ca2,nc) - nfy1209p7"
334508,"choline, chinese restaurant, fried rice (no meat) (ca2,nc) - nfy1209p8"
334509,"chinese restaurant, fried rice (no meat) (ca2) - cy120cr"
334510,"chinese restaurant, fried rice (no meat) (ca2) - nfy1209e1"
334511,"minerals, chinese restaurant, fried rice (no meat) (ca2) - nfy1209q6"
334512,"proximates, chinese restaurant, fried rice (no meat) (ca2) - nfy1209q7"
334513,"chinese restaurant, fried rice (no meat) (mo) - cy120cw"
334514,"chinese restaurant, fried rice (no meat) (mo1) - nfy1209cl"
334515,"minerals, chinese restaurant, fried rice (no meat) (mo) - nfy1209r5"
334516,"proximates, chinese restaurant, fried rice (no meat) (mo) - nfy1209r6"
334517,"chinese restaurant, fried rice (no meat) (mi) - cy120cx"
334518,"chinese restaurant, fried rice (no meat) (mi1) - nfy1209dn"
334519,"chinese restaurant, fried rice (no meat) (mi1) - nfy1209dm"
334520,"minerals, chinese restaurant, fried rice (no meat) (mi) - nfy1209rc"
334521,"proximates, chinese restaurant, fried rice (no meat) (mi) - nfy1209rd"
334522,"chinese restaurant, fried rice (no meat) (ct) - cy120cu"
334523,"chinese restaurant, fried rice (no meat) (ct1) - nfy1209cm"
334524,"chinese restaurant, fried rice (no meat) (ct1) - nfy1209cn"
334525,"minerals, chinese restaurant, fried rice (no meat) (ct) - nfy1209qr"
334526,"proximates, chinese restaurant, fried rice (no meat) (ct) - nfy1209qs"
334527,"chinese restaurant, fried rice (no meat) (fl) - cy120cv"
334528,"chinese restaurant, fried rice (no meat) (fl1) - nfy1209el"
334529,"minerals, chinese restaurant, fried rice (no meat) (fl) - nfy1209qy"
334530,"proximates, chinese restaurant, fried rice (no meat) (fl) - nfy1209qz"
334531,"chinese restaurant, fried rice (no meat) (ok) - cy120cy"
334532,"chinese restaurant, fried rice (no meat) (ok1) - nfy1209e8"
334533,"chinese restaurant, fried rice (no meat) (ok1) - nfy1209e9"
334534,"minerals, chinese restaurant, fried rice (no meat) (ok) - nfy1209rj"
334535,"proximates, chinese restaurant, fried rice (no meat) (ok) - nfy1209rk"
334536,"restaurant, chinese, fried rice"
334537,"tamale, pork, restaurant item (nm) - cy0901i"
334538,"tamale, pork, restaurant item"
334539,"minerals, tamale, pork (nm) - nfy09029b"
334540,"cholesterol, tamale, pork (nm) - nfy09029j"
334541,"starch, tamale, pork (nm) - nfy09029k"
334542,"tdf, tamale, pork (nm) - nfy09029l"
334543,"fatty acids, tamale, pork (nm) - nfy09029m"
334544,"proximates, tamale, pork (nm) - nfy09029o"
334545,"sugars, tamale, pork (nm) - nfy09029q"
334546,"tamale, pork, restaurant item (ca-sb) - cy0901h"
334548,"minerals, tamale, pork (ca-sb) - nfy09028z"
334549,"cholesterol, tamale, pork (ca-sb) - nfy090290"
334550,"starch, tamale, pork (ca-sb) - nfy090291"
334551,"tdf, tamale, pork (ca-sb) - nfy090292"
334552,"proximates, tamale, pork (ca-sb) - nfy090294"
334553,"sugars, tamale, pork (ca-sb) - nfy090295"
334554,"fatty acids, tamale, pork (ca-sb) - nfy090296"
334555,"tamale, pork, restaurant item (tx-ha,nv) - cy0901j"
334559,"minerals, tamale, pork (tx-ha,nv) - nfy0902a5"
334560,"cholesterol, tamale, pork (tx-ha,nv) - nfy0902a6"
334561,"starch, tamale, pork (tx-ha,nv) - nfy0902a7"
334562,"tdf, tamale, pork (tx-ha,nv) - nfy0902a8"
334563,"proximates, tamale, pork (tx-ha,nv) - nfy0902aa"
334564,"sugars, tamale, pork (nv) - nfy0902ab"
334565,"fatty acids, tamale, pork (tx-ha,nv) - nfy0902ac"
334566,"tamale, pork, restaurant item (ca-al,il) - cy0901f"
334574,"minerals, tamale, pork (ca-al,il) - nfy09027t"
334575,"cholesterol, tamale, pork (ca-al,il) - nfy09027u"
334576,"starch, tamale, pork (ca-al,il) - nfy09027v"
334577,"tdf, tamale, pork (ca-al,il) - nfy09027w"
334578,"proximates, tamale, pork (ca-al,il) - nfy09027y"
334579,"sugars, tamale, pork (ca-al,il) - nfy09027z"
334580,"fatty acids, tamale, pork (ca-al,il) - nfy090280"
334581,"tamale, pork, restaurant item (ca-la,ca-sd) - cy0901k"
334587,"minerals, tamale, pork (ca-la,ca-sd) - nfy0902ah"
334588,"niacin, tamale, pork (ca-la,ca-sd) - nfy0902ai"
334589,"selenium, tamale, pork (ca-la,ca-sd) - nfy0902aj"
334590,"vitamin b6, tamale, pork (ca-la,ca-sd) - nfy0902ak"
334591,"carotenoids, tamale, pork (ca-la,ca-sd) - nfy0902al"
334592,"retinol, tamale, pork (ca-la,ca-sd) - nfy0902am"
334593,"vitamin e, tamale, pork (ca-la,ca-sd) - nfy0902an"
334594,"amino acids, tamale, pork (ca-la,ca-sd) - nfy0902ao"
334595,"cholesterol, tamale, pork (ca-la,ca-sd) - nfy0902ap"
334596,"starch, tamale, pork (ca-la,ca-sd) - nfy0902aq"
334597,"tdf, tamale, pork (ca-la,ca-sd) - nfy0902ar"
334598,"fatty acids, tamale, pork (ca-la,ca-sd) - nfy0902as"
334599,"pantothenic acid, tamale, pork (ca-la,ca-sd) - nfy0902at"
334600,"proximates, tamale, pork (ca-la,ca-sd) - nfy0902au"
334601,"riboflavin, tamale, pork (ca-la,ca-sd) - nfy0902av"
334602,"sugars, tamale, pork (ca-la,ca-sd) - nfy0902aw"
334603,"thiamin, tamale, pork (ca-la,ca-sd) - nfy0902ax"
334604,"vitamin b12, tamale, pork (ca-la,ca-sd) - nfy0902ay"
334605,"vitamin k, tamale, pork (ca-la,ca-sd) - nfy0902b0"
334606,"tamale, pork, restaurant item (tx-tr) - cy0901g"
334609,"minerals, tamale, pork (tx-tr) - nfy090285"
334610,"niacin, tamale, pork (tx-tr) - nfy090286"
334611,"selenium, tamale, pork (tx-tr) - nfy090287"
334612,"vitamin b6, tamale, pork (tx-tr) - nfy090288"
334613,"carotenoids, tamale, pork (tx-tr) - nfy090289"
334614,"retinol, tamale, pork (tx-tr) - nfy09028a"
334615,"vitamin e, tamale, pork (tx-tr) - nfy09028b"
334616,"amino acids, tamale, pork (tx-tr) - nfy09028c"
334617,"cholesterol, tamale, pork (tx-tr) - nfy09028d"
334618,"starch, tamale, pork (tx-tr) - nfy09028e"
334619,"tdf, tamale, pork (tx-tr) - nfy09028f"
334620,"fatty acids, tamale, pork (tx-tr) - nfy09028g"
334621,"pantothenic acid, tamale, pork (tx-tr) - nfy09028h"
334622,"proximates, tamale, pork (tx-tr) - nfy09028i"
334623,"riboflavin, tamale, pork (tx-tr) - nfy09028j"
334624,"sugars, tamale, pork (tx-tr) - nfy09028k"
334625,"thiamin, tamale, pork (tx-tr) - nfy09028l"
334626,"vitamin b12, tamale, pork (tx-tr) - nfy09028m"
334627,"vitamin k, tamale, pork (tx-tr) - nfy09028o"
334628,"restaurant, latino, tamale"
334629,"pupusas, bean, flat stuffed corn biscuit"
334630,"pupusas, beans, restaurant item"
334636,"minerals, pupusas, bean"
334637,"starch, pupusas, bean"
334638,"tdf, pupusas, bean"
334639,"fatty acids, pupusas, bean"
334640,"proximates, pupusas, bean"
334641,"sugars, pupusas, bean"
334667,"niacin, pupusas, bean"
334668,"selenium, pupusas, bean"
334669,"vitamin b6, pupusas, bean"
334670,"vitamin e, pupusas, bean"
334671,"amino acids, pupusas, bean"
334675,"pantothenic acid, pupusas, bean"
334677,"riboflavin, pupusas, bean"
334679,"thiamin, pupusas, bean"
334680,"vitamin k, pupusas, bean"
334701,"choline, pupusas, bean"
334720,"restaurant, latino, pupusas con frijoles (pupusas"
334721,"beef, boneless top loin steak, lean only"
334722,"beef, top loin steak, boneless"
334724,"proximates, beef, boneless top loin steak"
334748,"se - beef, top loin steak, boneless"
334749,"minerals - beef, top loin steak, boneless"
334777,"vit d, thiamin, panto - beef"
334778,"choline - beef, top loin steak, boneless"
334782,"b12 - beef, top loin steak, boneless"
334783,"vit e - beef, top loin steak, boneless"
334784,"fa - beef, top loin steak, boneless"
334785,"choles, fa - beef, top loin steak"
334786,"cholesterol - beef, top loin steak, boneless"
334849,"beef, loin, top loin steak"
334850,"beef, tenderloin roast, select"
334851,"beef, tenderloin roast, cooked (tr34-c-5)"
334852,"beef, tenderloin roast, cooked (tr34-c-10)"
334853,"beef, tenderloin roast, cooked (tr34-c-11)"
334854,"beef, tenderloin roast, cooked (tr34-c-16)"
334855,"beef, tenderloin roast, cooked (tr34-c-17)"
334856,"beef, tenderloin roast, cooked (tr34-c-36)"
334857,"b12 - beef, tenderloin roast, select"
334858,"fa - beef, tenderloin roast, select"
334859,"cholesterol, fa - beef, tenderloin roast"
334860,"beef, tenderloin roast, lean only"
334861,"proximates, beef, tenderloin roast"
334863,"beef, tenderloin roast, cooked (tr34-c-18)"
334864,"beef, tenderloin roast, cooked (tr34-c-22)"
334865,"beef, tenderloin roast, cooked (tr34-c-23)"
334866,"beef, tenderloin roast, cooked (tr34-c-28)"
334867,"beef, tenderloin roast, cooked (tr34-c-29)"
334868,"beef, tenderloin roast, cooked (tr34-c-35)"
334869,"se - beef, tenderloin roast, select"
334870,"minerals - beef, tenderloin roast, select"
334897,"beef, loin, tenderloin roast"
334898,"beef, round, eye of round roast"
334899,"beef, top round roast/steak, lean only"
334900,"beef, top round roast, raw (rr39-r-5)"
334901,"beef, top round steak, raw  (rs38-r-5)"
334902,"proximates, beef, top round roast/steak"
334903,"beef, top round roast/steak, select"
334904,"beef, top round roast, raw (rr39-r-10)"
334905,"beef, top round roast, raw (rr39-r-11)"
334906,"beef, top round roast, raw (rr39-r-16)"
334907,"beef, top round roast, raw (rr39-r-17)"
334908,"beef, top round roast, raw (rr39-r-18)"
334909,"beef, top round roast, raw (rr39-r-22)"
334910,"beef, top round roast, raw (rr39-r-23)"
334911,"beef, top round roast, raw (rr39-r-28)"
334912,"beef, top round roast, raw (rr39-r-29)"
334913,"beef, top round roast, raw (rr39-r-35)"
334914,"beef, top round roast, raw (rr39-r-36)"
334915,"se - beef, top round roast/steak, select"
334916,"minerals - beef, top round roast/steak, select"
334918,"beef, top round steak, raw  (rs38-r-10)"
334922,"choline - beef, top round roast/steak, select"
334924,"b12 - beef, top round roast/steak, select"
334925,"vit e - beef, top round roast/steak, select"
334926,"fa - beef, top round roast/steak, select"
334927,"choles, fa - beef, top round roast/steak"
334929,"beef, top round steak, raw  (rs38-r-11)"
334932,"beef, top round steak, raw  (rs38-r-16)"
334935,"beef, top round steak, raw  (rs38-r-17)"
334938,"beef, top round steak, raw  (rs38-r-18)"
334946,"beef, top round steak, raw  (rs38-r-22)"
334949,"beef, top round steak, raw  (rs38-r-23)"
334952,"beef, top round steak, raw  (rs38-r-28)"
334955,"beef, top round steak, raw  (rs38-r-29)"
334958,"beef, top round steak, raw  (rs38-r-35)"
334961,"beef, top round steak, raw  (rs38-r-36)"
334963,"beef, round, top round roast"
334964,"beef, t-bone steak, lean only"
334965,"beef, t-bone steak, cooked (tb31-c-12)"
334966,"proximates, beef, t-bone steak"
334967,"beef, t-bone steak, u_choice"
334968,"beef, t-bone steak, cooked (tb31-c-1)"
334969,"beef, t-bone steak, cooked (tb31-c-2)"
334970,"beef, t-bone steak, cooked (tb31-c-6)"
334971,"beef, t-bone steak, cooked (tb31-c-7)"
334972,"beef, t-bone steak, cooked (tb31-c-13)"
334973,"b12 - beef, t-bone steak, u_choice"
334974,"fa - beef, t-bone steak, u_choice"
334975,"cholesterol, fa - beef, t-bone steak"
334976,"cholesterol - beef, t-bone steak, u_choice"
334980,"beef, t-bone steak, cooked (tb31-c-19)"
334981,"beef, t-bone steak, cooked (tb31-c-24)"
334982,"beef, t-bone steak, cooked (tb31-c-25)"
334983,"beef, t-bone steak, cooked (tb31-c-30)"
334984,"beef, t-bone steak, cooked (tb31-c-31)"
334985,"beef, t-bone steak, cooked (tb31-c-32)"
334986,"se - beef, t-bone steak, u_choice"
334987,"minerals - beef, t-bone steak, u_choice"
335014,"beef, t-bone steak, cooked (tb31-c-20)"
335016,"beef, t-bone steak, l_choice"
335017,"beef, t-bone steak, cooked (tb31-c-21)"
335018,"beef, t-bone steak, cooked (tb31-c-26)"
335019,"beef, t-bone steak, cooked (tb31-c-27)"
335020,"beef, t-bone steak, cooked (tb31-c-33)"
335021,"beef, t-bone steak, cooked (tb31-c-34)"
335022,"b12 - beef, t-bone steak, l_choice"
335024,"fa - beef, t-bone steak, l_choice"
335028,"beef, t-bone steak, cooked (tb31-c-3)"
335029,"beef, t-bone steak, cooked (tb31-c-4)"
335030,"beef, t-bone steak, cooked (tb31-c-8)"
335031,"beef, t-bone steak, cooked (tb31-c-9)"
335032,"beef, t-bone steak, cooked (tb31-c-14)"
335033,"beef, t-bone steak, cooked (tb31-c-15)"
335034,"se - beef, t-bone steak, l_choice"
335035,"minerals - beef, t-bone steak, l_choice"
335042,"cholesterol - beef, t-bone steak, l_choice"
335061,"beef, short loin, t-bone steak"
335062,"beef, porterhouse steak, lean only"
335063,"beef, porterhouse steak, raw (ph30-r-5)"
335064,"proximates, beef, porterhouse steak"
335065,"beef, porterhouse steak, select"
335066,"beef, porterhouse steak, raw (ph30-r-10)"
335067,"beef, porterhouse steak, raw (ph30-r-11)"
335068,"beef, porterhouse steak, raw (ph30-r-16)"
335069,"beef, porterhouse steak, raw (ph30-r-17)"
335070,"beef, porterhouse steak, raw (ph30-r-18)"
335071,"beef, porterhouse steak, raw (ph30-r-22)"
335072,"beef, porterhouse steak, raw (ph30-r-23)"
335073,"beef, porterhouse steak, raw (ph30-r-28)"
335074,"beef, porterhouse steak, raw (ph30-r-29)"
335075,"beef, porterhouse steak, raw (ph30-r-35)"
335076,"beef, porterhouse steak, raw (ph30-r-36)"
335077,"se - beef, porterhouse steak, select"
335078,"minerals - beef, porterhouse steak, select"
335082,"b12 - beef, porterhouse steak, select"
335083,"fa - beef, porterhouse steak, select"
335084,"choles, fa - beef, porterhouse steak"
335109,"beef, short loin, porterhouse steak"
335110,"whole wheat bread, store brand/other, kroger & americas choice (in,ny) - cy1202q"
335111,"americas choice, bread, 100% whole wheat (ny1) - nfy1206tu"
335112,"kroger, bread, 100% whole wheat (in1) - nfy120556"
335113,"americas choice, bread, 100% whole wheat (ny1) - nfy1206tv"
335114,"kroger, bread, 100% whole wheat (in1) - nfy120555"
335115,"proximates, whole wheat bread, store brand/other (in,ny) - nfy1204qm"
335116,"minerals, whole wheat bread, store brand/other (in,ny) - nfy1204ql"
335117,"whole wheat bread, store brand/other, healthy ideas (ca2,ct) - cy1202s"
335118,"healthy ideas, bread, 100% whole wheat (ct1) - nfy12058m"
335119,"bay view farms, bread, 100% whole wheat (ca2) - nfy12057u"
335120,"minerals, whole wheat bread, store brand/other (ca2,ct) - nfy1204rd"
335121,"proximates, whole wheat bread, store brand/other (ca2,ct) - nfy1204re"
335122,"whole wheat bread, natures own (fl,nc) - cy1202p"
335123,"natures own, bread, 100% whole wheat (nc1) - nfy120557"
335124,"natures own, bread, 100% whole wheat (fl1) - nfy12056w"
335125,"tocopherols, whole wheat bread, natures own (fl,nc) - nfy1204q0"
335126,"folate, whole wheat bread, natures own (fl,nc) - nfy1204q1"
335127,"minerals, whole wheat bread, natures own (fl,nc) - nfy1204q2"
335128,"niacin, whole wheat bread, natures own (fl,nc) - nfy1204q3"
335129,"selenium, whole wheat bread, natures own (fl,nc) - nfy1204q4"
335130,"proximates, whole wheat bread, natures own (fl,nc) - nfy1204q6"
335131,"riboflavin, whole wheat bread, natures own (fl,nc) - nfy1204q7"
335132,"starch, whole wheat bread, natures own (fl,nc) - nfy1204q8"
335133,"sugars, whole wheat bread, natures own (fl,nc) - nfy1204q9"
335134,"tdf, whole wheat bread, natures own (fl,nc) - nfy1204qa"
335135,"thiamin, whole wheat bread, natures own (fl,nc) - nfy1204qb"
335136,"vitamin b6, whole wheat bread, natures own (fl,nc) - nfy1204qc"
335137,"whole wheat bread, stroehmann dutch county (ny) - cy1202f"
335138,"stroehmann dutch county, bread, 100% whole wheat (ny1) - nfy1206ts"
335139,"stroehmann dutch county, bread, 100% whole wheat (ny1) - nfy1206tt"
335140,"tocopherols, whole wheat bread, stroehmann dutch county (ny) - nfy1204m2"
335141,"folate, whole wheat bread, stroehmann dutch county (ny) - nfy1204m3"
335142,"minerals, whole wheat bread, stroehmann dutch county (ny) - nfy1204m4"
335143,"niacin, whole wheat bread, stroehmann dutch county (ny) - nfy1204m5"
335144,"selenium, whole wheat bread, stroehmann dutch county (ny) - nfy1204m6"
335145,"fatty acids, whole wheat bread, stroehmann dutch county (ny) - nfy1204m7"
335146,"proximates, whole wheat bread, stroehmann dutch county (ny) - nfy1204m8"
335147,"riboflavin, whole wheat bread, stroehmann dutch county (ny) - nfy1204m9"
335148,"starch, whole wheat bread, stroehmann dutch county (ny) - nfy1204ma"
335149,"sugars, whole wheat bread, stroehmann dutch county (ny) - nfy1204mb"
335150,"tdf, whole wheat bread, stroehmann dutch county (ny) - nfy1204mc"
335151,"thiamin, whole wheat bread, stroehmann dutch county (ny) - nfy1204md"
335152,"vitamin b6, whole wheat bread, stroehmann dutch county (ny) - nfy1204me"
335153,"whole wheat bread, natures own (in,ct) - cy1202n"
335154,"natures own, bread, 100% whole wheat (ct1) - nfy120570"
335155,"natures own, bread, 100% whole wheat (in1) - nfy120553"
335156,"folate, whole wheat bread, natures own (in,ct) - nfy1204p8"
335157,"minerals, whole wheat bread, natures own (in,ct) - nfy1204p9"
335158,"niacin, whole wheat bread, natures own (in,ct) - nfy1204pa"
335159,"selenium, whole wheat bread, natures own (in,ct) - nfy1204pb"
335160,"fatty acids, whole wheat bread, natures own (in,ct) - nfy1204pc"
335161,"pantothenic acid, whole wheat bread, natures own (in,ct) - nfy1204pd"
335162,"proximates, whole wheat bread, natures own (in,ct) - nfy1204pe"
335163,"riboflavin, whole wheat bread, natures own (in,ct) - nfy1204pf"
335164,"starch, whole wheat bread, natures own (in,ct) - nfy1204pg"
335165,"sugars, whole wheat bread, natures own (in,ct) - nfy1204ph"
335166,"tdf, whole wheat bread, natures own (in,ct) - nfy1204pi"
335167,"thiamin, whole wheat bread, natures own (in,ct) - nfy1204pj"
335168,"vitamin b6, whole wheat bread, natures own (in,ct) - nfy1204pk"
335169,"whole wheat bread, store brand/other, great value (al,ok) - cy1202r"
335170,"great value, bread, 100% whole wheat (ok1) - nfy1206p9"
335171,"great value, bread, 100% whole wheat (al 1) - nfy12058q"
335172,"tocopherols, whole wheat bread, store brand/other (al,ok) - nfy1204qs"
335173,"folate, whole wheat bread, store brand/other (al,ok) - nfy1204qt"
335174,"minerals, whole wheat bread, store brand/other (al,ok) - nfy1204qu"
335175,"niacin, whole wheat bread, store brand/other (al,ok) - nfy1204qv"
335176,"selenium, whole wheat bread, store brand/other (al,ok) - nfy1204qw"
335177,"fatty acids, whole wheat bread, store brand/other (al,ok) - nfy1204qx"
335178,"proximates, whole wheat bread, store brand/other (al,ok) - nfy1204qy"
335179,"riboflavin, whole wheat bread, store brand/other (al,ok) - nfy1204qz"
335180,"starch, whole wheat bread, store brand/other (al,ok) - nfy1204r0"
