id,fdc_id,nutrient_id,amount
2245168,327976,1051,35.7
2245171,327976,1004,36.6
2245193,327988,1093,619.0
2245250,327996,1004,36.0
2245251,327996,1051,36.3
2245254,328004,1093,640.0
2245306,328006,1004,33.6
2245303,328006,1051,34.7
2245349,328017,1093,587.0
2245401,328019,1051,38.2
2245400,328019,1004,33.7
2245414,328033,1093,636.0
2245477,328042,1004,37.3
2245478,328042,1051,32.8
2245490,328054,1093,644.0
2245535,328056,1004,34.6
2245536,328056,1051,34.9
2245538,328066,1093,619.0
2245590,328068,1004,33.4
2245587,328068,1051,35.1
2245644,328083,1093,650.0
2245707,328092,1004,33.7
2245708,328092,1051,35.8
2245720,328105,1093,671.0
2245774,328112,1051,37.0
2245777,328112,1004,33.3
2245780,328119,1093,682.0
2245832,328121,1051,36.4
2245831,328121,1004,34.9
2245834,328127,1093,662.0
2245886,328129,1051,37.1
2245885,328129,1004,32.9
2245898,328142,1093,648.0
2245956,328150,1051,37.1
2245955,328150,1004,32.8
2245972,328165,1093,699.0
2246029,328172,1004,33.5
2246026,328172,1051,35.1
2246042,328182,1093,693.0
2246096,328189,1051,35.2
2246099,328189,1004,32.9
2246111,328198,1093,674.0
2246169,328206,1051,36.0
2246168,328206,1004,33.3
2246176,328215,1093,743.0
2246183,328217,1004,33.1
2246181,328217,1051,36.5
2246242,328234,1093,575.0
2246247,328236,1051,38.1
2246249,328236,1004,32.7
2246315,328255,1093,636.0
2246320,328257,1051,36.2
2246322,328257,1004,34.1
2246377,328274,1093,657.0
2246384,328276,1004,32.7
2246382,328276,1051,36.7
2246442,328293,1093,599.0
2246449,328295,1004,32.9
2246447,328295,1051,35.6
2246506,328313,1093,615.0
2246513,328315,1004,35.1
2246511,328315,1051,36.2
2246573,328333,1093,647.0
2246578,328334,1004,33.6
2246577,328334,1051,37.0
2246580,328342,1051,37.6
2246581,328342,1004,33.7
2246631,328349,1093,628.0
2246635,328350,1004,34.6
2246634,328350,1051,36.0
2246638,328356,1051,36.3
2246639,328356,1004,33.9
2246687,328365,1093,607.0
2246695,328367,1004,32.5
2246693,328367,1051,38.2
2246749,328382,1093,702.0
2246810,328402,1093,623.0
2246815,328404,1051,37.2
2246817,328404,1004,32.1
2246872,328420,1093,615.0
2246880,328422,1004,32.8
2246878,328422,1051,36.5
2246942,328439,1093,725.0
2246987,328441,1051,39.9
2246989,328441,1004,33.1
2247037,328452,1004,35.0
2247035,328452,1051,36.4
2247045,328461,1093,671.0
2247098,328468,1004,34.9
2247096,328468,1051,37.2
2247107,328477,1093,673.0
2247160,328486,1051,39.2
2247162,328486,1004,33.5
2247173,328496,1093,689.0
2247225,328504,1051,38.0
2247227,328504,1004,34.8
2247244,328515,1093,668.0
2247295,328524,1051,38.8
2247297,328524,1004,33.0
2247317,328534,1093,688.0
2247328,328537,1093,692.0
2247373,328539,1051,37.0
2247375,328539,1004,34.1
2247378,328548,1004,33.6
2247381,328548,1051,39.1
2247387,328553,1093,584.0
2247433,328556,1051,37.1
2247435,328556,1004,33.1
2247486,328572,1093,630.0
2247538,328581,1051,36.9
2247540,328581,1004,34.7
2247553,328592,1093,699.0
2247638,328600,1004,34.2
2247637,328600,1051,36.9
2247646,328608,1093,685.0
2247697,328617,1051,36.0
2247699,328617,1004,34.0
2247708,328624,1093,732.0
2247759,328633,1051,37.8
2247761,328633,1004,33.6
2247786,328637,1005,2.44
2247846,328637,1093,654.0
2247800,328637,1003,23.3
2247782,328637,1051,36.6
2247826,328637,1004,34.0
2247881,328643,1093,270.0
2247926,328645,1051,81.9
2247925,328645,1004,1.87
2247935,328649,1093,276.0
2247979,328651,1004,2.2
2247980,328651,1051,81.8
2247989,328657,1093,351.0
2248034,328659,1004,2.5
2248031,328659,1051,80.9
2248046,328668,1093,360.0
2248102,328677,1004,2.27
2248103,328677,1051,81.0
2248158,328687,1004,2.2
2248155,328687,1051,81.7
2248169,328690,1093,277.0
2248192,328703,1093,267.0
2248242,328711,1004,2.08
2248243,328711,1051,81.6
2248253,328718,1093,319.0
2248298,328720,1004,2.55
2248295,328720,1051,81.5
2248307,328726,1093,305.0
2248352,328728,1004,2.11
2248349,328728,1051,80.4
2248361,328733,1093,306.0
2248405,328735,1004,2.26
2248406,328735,1051,80.2
2248409,328741,1004,2.35
2248408,328741,1051,80.2
2248418,328742,1093,345.0
2248467,328749,1004,2.07
2248468,328749,1051,80.4
2248480,328758,1093,331.0
2248537,328767,1051,80.6
2248536,328767,1004,2.4
2248548,328775,1093,346.0
2248599,328783,1051,80.7
2248598,328783,1004,2.23
2248603,328790,1093,300.0
2248654,328792,1051,81.8
2248653,328792,1004,2.19
2248664,328799,1093,334.0
2248715,328807,1004,2.72
2248712,328807,1051,81.6
2248767,328821,1051,80.7
2248766,328821,1004,2.31
2248777,328823,1093,420.0
2248787,328830,1093,331.0
2248835,328838,1051,81.6
2248838,328838,1004,2.64
2248901,328841,1004,2.3
2248902,328841,1005,4.31
2248933,328841,1003,11.0
2248899,328841,1051,81.1
2248962,328841,1093,321.0
2248984,328847,1093,677.0
2249036,328849,1051,46.3
2249035,328849,1004,20.9
2249038,328854,1093,549.0
2249090,328856,1004,21.5
2249087,328856,1051,43.3
2249092,328866,1093,751.0
2249143,328868,1004,20.3
2249144,328868,1051,47.5
2249146,328878,1093,639.0
2249197,328880,1004,21.4
2249198,328880,1051,45.3
2249209,328892,1093,780.0
2249266,328899,1004,20.6
2249263,328899,1051,46.7
2249282,328914,1093,587.0
2249339,328922,1004,20.7
2249340,328922,1051,47.3
2249354,328935,1093,711.0
2249418,328944,1051,47.3
2249417,328944,1004,21.6
2249430,328957,1093,679.0
2249487,328964,1004,20.2
2249484,328964,1051,42.1
2249491,328972,1093,799.0
2249540,328974,1051,43.4
2249543,328974,1004,17.8
2249556,328988,1093,658.0
2249620,328997,1051,45.1
2249619,328997,1004,21.1
2249626,329009,1093,592.0
2249677,329011,1004,19.2
2249678,329011,1051,45.5
2249680,329021,1093,653.0
2249731,329023,1004,20.5
2249732,329023,1051,44.6
2249734,329033,1093,728.0
2249785,329035,1004,19.1
2249786,329035,1051,43.9
2249804,329048,1093,663.0
2249856,329056,1051,47.5
2249855,329056,1004,20.5
2249868,329066,1093,616.0
2249925,329073,1004,19.4
2249922,329073,1051,44.2
2249982,329091,1051,45.8
2249981,329091,1004,21.1
2249995,329096,1093,720.0
2250014,329109,1093,681.0
2250071,329117,1004,20.0
2250072,329117,1051,45.9
2250075,329128,1093,782.0
2250127,329130,1004,19.8
2250124,329130,1051,44.2
2250133,329135,1093,733.0
2250137,329136,1051,50.1
2250139,329136,1004,20.3
2250187,329143,1093,710.0
2250234,329146,1051,49.3
2250236,329146,1004,21.4
2250242,329150,1093,785.0
2250291,329156,1051,47.8
2250293,329156,1004,21.8
2250300,329163,1051,49.6
2250302,329163,1004,20.5
2250355,329170,1093,665.0
2250364,329177,1051,49.1
2250366,329177,1004,19.8
2250418,329183,1093,506.0
2250438,329194,1093,735.0
2250484,329197,1051,49.1
2250486,329197,1004,21.6
2250493,329205,1093,728.0
2250498,329207,1051,50.1
2250500,329207,1004,19.7
2250557,329221,1093,740.0
2250604,329223,1004,20.9
2250602,329223,1051,50.1
2250611,329228,1093,781.0
2250659,329231,1004,20.0
2250657,329231,1051,50.8
2250666,329236,1093,690.0
2250671,329238,1051,50.7
2250673,329238,1004,19.7
2250721,329245,1093,624.0
2250774,329252,1004,21.0
2250772,329252,1051,48.6
2250782,329260,1093,731.0
2250833,329267,1051,49.5
2250835,329267,1004,20.4
2250846,329276,1093,662.0
2250850,329277,1051,50.5
2250852,329277,1004,20.2
2250900,329284,1093,694.0
2250907,329286,1004,20.4
2250905,329286,1051,50.4
2250964,329299,1093,750.0
2250971,329301,1004,20.3
2250969,329301,1051,50.4
2251029,329314,1093,940.0
2251032,329315,1004,19.1
2251031,329315,1051,50.6
2251040,329321,1093,777.0
2251047,329323,1004,20.5
2251045,329323,1051,50.9
2251101,329336,1093,629.0
2251151,329343,1051,50.4
2251153,329343,1004,19.0
2251162,329353,1093,725.0
2251209,329355,1004,20.8
2251207,329355,1051,49.4
2251217,329367,1051,50.1
2251218,329367,1004,21.5
2251278,329370,1005,4.44
2251263,329370,1003,23.7
2251275,329370,1051,47.7
2251277,329370,1004,20.4
2251255,329370,1093,699.0
2251347,329374,1093,466.0
2251350,329375,1004,39.1
2251349,329375,1051,4.19
2251365,329382,1093,509.0
2251371,329383,1004,37.7
2251369,329383,1051,4.76
2251382,329389,1093,449.0
2251386,329390,1051,4.25
2251388,329390,1004,42.2
2251402,329395,1093,554.0
2251406,329396,1051,5.13
2251404,329396,1004,36.1
2251420,329402,1093,699.0
2251424,329403,1051,3.02
2251422,329403,1004,38.7
2251432,329410,1004,40.4
2251431,329410,1051,3.04
2251438,329412,1093,501.0
2251450,329416,1093,534.0
2251458,329417,1004,38.4
2251459,329417,1051,4.08
2251473,329423,1093,502.0
2251478,329424,1004,38.4
2251476,329424,1051,2.96
2251485,329430,1093,443.0
2251494,329431,1004,40.7
2251495,329431,1051,5.61
2251504,329437,1093,353.0
2251511,329438,1051,4.51
2251514,329438,1004,41.5
2251526,329445,1093,436.0
2251533,329446,1004,42.5
2251532,329446,1051,3.21
2251538,329451,1093,474.0
2251547,329452,1004,41.1
2251548,329452,1051,3.83
2251558,329458,1093,441.0
2251566,329459,1051,3.37
2251565,329459,1004,41.9
2251575,329466,1093,437.0
2251584,329467,1004,39.0
2251586,329467,1051,4.8
2251593,329472,1093,442.0
2251603,329473,1004,42.5
2251602,329473,1051,3.1
2251615,329479,1093,514.0
2251621,329480,1004,38.4
2251620,329480,1051,4.41
2251637,329487,1093,493.0
2251641,329488,1051,4.92
2251640,329488,1004,37.2
2251652,329490,1004,39.8
2251653,329490,1005,1.87
2251649,329490,1003,48.1
2251654,329490,1051,4.07
2251651,329490,1093,485.0
2251672,329495,1093,69.0
2251683,329496,1051,55.9
2251680,329496,1004,25.6
2251691,329501,1093,63.0
2251700,329502,1004,24.5
2251699,329502,1051,57.3
2251710,329508,1093,59.0
2251715,329509,1051,56.1
2251718,329509,1004,24.9
2251732,329515,1093,58.0
2251734,329516,1051,56.6
2251736,329516,1004,25.0
2251748,329522,1093,65.0
2251752,329523,1004,25.7
2251753,329523,1051,55.8
2251769,329530,1093,62.0
2251770,329531,1051,56.1
2251773,329531,1004,25.2
2251785,329537,1093,67.0
2251789,329538,1051,55.5
2251791,329538,1004,25.6
2251802,329543,1093,66.0
2251807,329544,1004,25.1
2251806,329544,1051,56.3
2251819,329550,1093,66.0
2251825,329551,1051,54.6
2251823,329551,1004,26.4
2251836,329558,1093,66.0
2251845,329559,1051,54.5
2251843,329559,1004,26.7
2251854,329565,1093,69.0
2251863,329566,1004,24.9
2251860,329566,1051,56.7
2251869,329571,1093,69.0
2251878,329572,1051,56.8
2251879,329572,1004,22.5
2251886,329578,1093,69.0
2251898,329579,1004,26.0
2251896,329579,1051,55.3
2251908,329585,1093,68.0
2251914,329586,1004,24.7
2251916,329586,1051,56.6
2251926,329592,1093,72.0
2251932,329593,1004,23.7
2251931,329593,1051,57.5
2251949,329596,1093,66.0
2251947,329596,1003,15.6
2251945,329596,1005,0.59
2251943,329596,1051,56.1
2251944,329596,1004,25.1
2251966,329601,1093,145.0
2251977,329602,1051,3.86
2251976,329602,1004,55.6
2251982,329607,1093,137.0
2251991,329608,1051,3.87
2251993,329608,1004,55.6
2252007,329614,1093,141.0
2252011,329615,1051,3.05
2252010,329615,1004,57.2
2252019,329622,1093,154.0
2252031,329623,1051,2.55
2252029,329623,1004,56.2
2252038,329629,1093,138.0
2252048,329630,1051,4.19
2252047,329630,1004,55.3
2252060,329635,1093,141.0
2252065,329636,1051,3.15
2252063,329636,1004,56.1
2252073,329642,1093,152.0
2252082,329643,1004,54.3
2252084,329643,1051,3.92
2252091,329649,1093,161.0
2252099,329650,1051,2.94
2252101,329650,1004,54.8
2252114,329656,1093,150.0
2252118,329657,1051,3.44
2252119,329657,1004,55.8
2252132,329663,1093,146.0
2252136,329664,1051,4.15
2252138,329664,1004,54.9
2252151,329670,1093,157.0
2252153,329671,1004,53.3
2252155,329671,1051,4.52
2252163,329678,1093,160.0
2252175,329679,1004,56.0
2252173,329679,1051,3.53
2252184,329684,1093,146.0
2252192,329685,1004,56.0
2252190,329685,1051,3.04
2252200,329692,1093,157.0
2252208,329693,1004,55.9
2252209,329693,1051,3.23
2252222,329698,1093,142.0
2252227,329699,1004,55.3
2252226,329699,1051,4.36
2252238,329706,1093,147.0
2252244,329707,1051,4.52
2252246,329707,1004,54.6
2252258,329712,1093,159.0
2252261,329713,1004,56.2
2252262,329713,1051,3.48
2252274,329716,1051,3.64
2252277,329716,1003,34.2
2252279,329716,1093,149.0
2252276,329716,1005,1.07
2252275,329716,1004,55.5
2252295,329722,1093,1770.0
2252354,329730,1051,43.2
2252353,329730,1004,23.8
2252367,329739,1093,1560.0
2252428,329747,1051,44.0
2252427,329747,1004,23.6
2252440,329756,1093,1930.0
2252500,329763,1051,41.9
2252499,329763,1004,24.8
2252513,329771,1093,1770.0
2252573,329779,1004,23.6
2252574,329779,1051,37.3
2252586,329788,1093,1760.0
2252666,329799,1004,24.0
2252667,329799,1051,44.5
2252693,329811,1093,2060.0
2252774,329822,1051,42.2
2252773,329822,1004,26.3
2252850,329830,1005,2.07
2252849,329830,1004,24.3
2252818,329830,1093,1810.0
2252809,329830,1003,24.5
2252855,329830,1051,42.2
2252941,329835,1093,34.0
2252945,329836,1051,85.3
2252944,329836,1004,0.61
2252954,329844,1093,36.0
2252958,329845,1051,85.3
2252957,329845,1004,0.42
2252966,329851,1093,34.0
2252970,329852,1004,0.24
2252971,329852,1051,85.1
2252979,329868,1093,36.0
2252983,329869,1004,0.45
2252984,329869,1051,85.0
2252993,329872,1093,35.0
2252996,329873,1004,0.31
2252997,329873,1051,85.3
2253005,329881,1093,39.0
2253010,329882,1051,85.0
2253009,329882,1004,0.41
2253028,329892,1093,35.0
2253100,329902,1004,0.31
2253101,329902,1051,85.2
2253122,329924,1093,37.0
2253172,329931,1004,0.26
2253173,329931,1051,85.3
2253192,329942,1093,33.0
2253241,329949,1004,0.3
2253242,329949,1051,84.8
2253262,329961,1093,35.0
2253319,329970,1051,85.7
2253318,329970,1004,0.43
2253345,329982,1093,34.0
2253395,329990,1004,0.38
2253396,329990,1051,85.0
2253408,330006,1093,35.0
2253412,330007,1004,0.55
2253413,330007,1051,84.3
2253421,330016,1093,34.0
2253423,330017,1051,84.9
2253426,330017,1004,0.36
2253434,330033,1093,34.0
2253436,330034,1051,84.5
2253439,330034,1004,0.52
2253456,330045,1093,39.0
2253505,330053,1051,85.0
2253508,330053,1004,0.23
2253530,330067,1093,38.0
2253607,330077,1051,85.0
2253606,330077,1004,0.33
2253626,330097,1093,34.0
2253681,330106,1051,84.7
2253684,330106,1004,0.31
2253702,330127,1093,37.0
2253772,330135,1004,0.3
2253769,330135,1051,84.5
2253851,330137,1051,85.0
2253845,330137,1004,0.37
2253815,330137,1093,36.0
2253846,330137,1005,3.64
2253784,330137,1003,10.3
2253909,330143,1093,35.0
2253918,330144,1051,78.5
2253917,330144,1004,0.2
2253919,330144,1003,7.95
2253924,330150,1093,34.0
2253932,330151,1003,8.21
2253930,330151,1004,0.2
2253931,330151,1051,78.5
2253937,330157,1093,33.0
2253945,330158,1003,7.98
2253944,330158,1051,78.8
2253943,330158,1004,0.2
2253952,330170,1093,33.0
2253959,330172,1004,0.2
2253960,330172,1051,78.7
2253961,330172,1003,7.91
2253975,330191,1093,30.0
2253983,330193,1051,78.3
2253982,330193,1004,0.07
2253984,330193,1003,8.32
2254000,330209,1093,32.0
2254008,330211,1051,78.8
2254007,330211,1004,0.3
2254009,330211,1003,7.88
2254029,330234,1093,31.0
2254036,330235,1051,80.0
2254037,330235,1003,7.66
2254035,330235,1004,0.1
2254043,330246,1093,31.0
2254051,330248,1051,78.5
2254050,330248,1004,0.2
2254052,330248,1003,8.27
2254109,330270,1093,37.0
2254117,330272,1051,80.0
2254116,330272,1004,0.2
2254118,330272,1003,8.07
2254133,330290,1093,31.0
2254140,330291,1051,80.1
2254139,330291,1004,0.2
2254141,330291,1003,7.92
2254146,330303,1093,31.0
2254152,330304,1004,0.07
2254154,330304,1003,8.36
2254153,330304,1051,80.0
2254161,330320,1093,32.0
2254168,330322,1004,0.1
2254169,330322,1051,78.6
2254170,330322,1003,8.06
2254185,330342,1093,30.0
2254194,330344,1003,8.09
2254193,330344,1051,77.9
2254192,330344,1004,0.07
2254207,330365,1004,0.07
2254209,330365,1051,77.7
2254210,330365,1003,8.24
2254266,330374,1093,33.0
2254281,330382,1093,31.0
2254290,330384,1003,8.16
2254289,330384,1051,80.0
2254288,330384,1004,0.1
2254346,330405,1093,33.0
2254354,330407,1051,79.9
2254355,330407,1003,7.96
2254353,330407,1004,0.1
2254417,330415,1093,32.0
2254369,330415,1004,0.15
2254375,330415,1051,79.0
2254370,330415,1005,12.2
2254406,330415,1003,8.06
2254515,330420,1051,0.01
2254516,330420,1004,99.2
2254561,330425,1051,0.02
2254560,330425,1004,99.2
2254563,330430,1093,0.0
2254615,330432,1004,99.4
2254614,330432,1051,0.01
2254625,330438,1093,0.0
2254677,330440,1004,98.6
2254674,330440,1051,0.09
2254687,330446,1093,0.0
2254737,330448,1004,98.9
2254739,330448,1051,0.03
2254752,330455,1093,0.0
2254804,330457,1004,99.0
2254803,330457,1051,0.01
2254870,330458,1005,0.84
2254832,330458,1003,0.0
2254874,330458,1093,0.0
2254844,330458,1051,0.03
2254841,330458,1004,99.1
2254892,330464,1004,12.2
2254893,330465,1003,26.5
2254895,330465,1051,60.0
2254919,330481,1004,8.55
2254920,330482,1003,18.8
2254922,330482,1051,72.6
2254984,330492,1004,8.14
2254990,330493,1093,72.0
2254996,330494,1003,18.0
2254995,330494,1051,73.5
2254999,330498,1004,8.39
2255002,330499,1003,18.5
2255001,330499,1051,73.2
2255078,330516,1093,106.0
2255087,330525,1004,12.2
2255088,330526,1003,27.3
2255090,330526,1051,60.5
2255095,330531,1004,11.8
2255098,330532,1003,26.6
2255097,330532,1051,62.0
2255160,330542,1004,12.1
2255166,330543,1093,85.0
2255171,330544,1051,60.8
2255172,330544,1003,27.0
2255175,330557,1004,13.0
2255178,330558,1051,58.7
2255176,330558,1003,28.5
2255224,330565,1004,9.08
2255232,330566,1093,73.0
2255234,330567,1003,18.9
2255236,330567,1051,71.7
2255239,330571,1004,10.1
2255240,330572,1003,18.5
2255242,330572,1051,70.8
2255296,330580,1093,86.0
2255303,330588,1004,13.1
2255304,330589,1003,25.6
2255306,330589,1051,60.9
2255352,330596,1004,12.0
2255360,330597,1093,102.0
2255363,330598,1051,62.0
2255364,330598,1003,26.4
2255367,330608,1004,13.0
2255370,330609,1003,25.3
2255369,330609,1051,61.5
2255416,330616,1004,8.15
2255424,330617,1093,68.0
2255427,330618,1051,73.0
2255428,330618,1003,18.8
2255431,330622,1004,6.93
2255433,330623,1051,72.5
2255434,330623,1003,20.4
2255488,330631,1093,82.0
2255495,330639,1004,9.49
2255498,330640,1003,29.0
2255497,330640,1051,61.2
2255544,330647,1004,11.0
2255552,330648,1093,92.0
2255556,330649,1051,61.1
2255554,330649,1003,25.7
2255559,330660,1004,8.94
2255561,330661,1051,65.1
2255562,330661,1003,25.6
2255608,330668,1004,8.35
2255616,330669,1093,65.0
2255620,330670,1003,19.2
2255619,330670,1051,72.6
2255623,330674,1004,8.65
2255626,330675,1003,18.8
2255625,330675,1051,72.7
2255680,330683,1093,87.0
2255687,330693,1004,12.2
2255689,330694,1051,61.6
2255690,330694,1003,26.2
2255736,330701,1004,11.5
2255744,330702,1093,84.0
2255747,330703,1051,62.1
2255748,330703,1003,26.2
2255751,330717,1004,11.0
2255753,330718,1051,65.1
2255754,330718,1003,23.6
2255756,330721,1004,8.2
2255759,330722,1003,20.1
2255758,330722,1051,71.8
2255761,330728,1004,11.3
2255763,330729,1051,60.8
2255764,330729,1003,28.5
2255766,330739,1004,11.2
2255769,330740,1051,61.0
2255767,330740,1003,25.9
2255771,330743,1004,8.49
2255774,330744,1003,17.8
2255773,330744,1051,73.4
2255776,330751,1004,12.2
2255779,330752,1003,26.9
2255778,330752,1051,60.9
2255781,330764,1004,11.4
2255784,330765,1003,23.6
2255783,330765,1051,65.2
2255786,330768,1004,7.08
2255789,330769,1003,18.6
2255788,330769,1051,74.2
2255791,330776,1004,9.79
2255794,330777,1003,26.8
2255793,330777,1051,63.0
2255796,330789,1004,9.59
2255799,330790,1003,24.9
2255798,330790,1051,65.5
2255801,330793,1004,8.1
2255804,330794,1051,72.8
2255803,330794,1003,18.4
2255806,330800,1004,13.0
2255809,330801,1003,27.4
2255808,330801,1051,59.3
2255811,330811,1004,11.8
2255813,330812,1051,63.1
2255814,330812,1003,25.4
2255816,330815,1004,7.9
2255817,330816,1003,19.7
2255819,330816,1051,72.1
2255821,330822,1004,10.1
2255824,330823,1051,62.0
2255822,330823,1003,27.8
2255826,330832,1004,10.1
2255828,330833,1051,62.2
2255829,330833,1003,27.5
2255831,330836,1004,8.68
2255832,330837,1003,17.4
2255834,330837,1051,73.0
2255836,330843,1004,11.9
2255838,330844,1051,61.4
2255839,330844,1003,26.0
2255841,330854,1004,12.2
2255843,330855,1051,61.3
2255844,330855,1003,26.1
2255846,330858,1004,9.29
2255848,330859,1051,72.4
2255849,330859,1003,17.8
2255851,330867,1004,13.8
2255854,330868,1051,57.8
2255852,330868,1003,28.0
2255930,330869,1003,27.1
2255871,330869,1051,61.1
2255895,330869,1093,90.0
2255932,330869,1005,0.0
2255877,330869,1004,11.6
2255959,330876,1051,70.2
2256006,330881,1093,106.0
2256014,330883,1004,5.67
2256029,330906,1004,44.2
2256040,330909,1051,45.1
2256108,330920,1093,47.0
2256117,330922,1004,43.3
2256119,330923,1051,47.6
2256122,330925,1051,38.7
2256131,330929,1004,45.6
2256143,330933,1051,40.7
2256192,330942,1093,74.0
2256201,330944,1004,41.1
2256209,330949,1004,45.2
2256221,330952,1051,41.2
2256269,330962,1093,84.0
2256281,330964,1004,36.1
2256280,330964,1051,46.8
2256297,331020,1004,3.81
2256309,331023,1051,76.8
2256375,331034,1093,117.0
2256385,331036,1004,3.54
2256387,331037,1051,76.9
2256391,331091,1004,5.48
2256403,331094,1051,70.9
2256454,331105,1093,122.0
2256462,331107,1004,5.8
2256464,331108,1051,70.2
2256468,331162,1004,5.54
2256480,331165,1051,69.9
2256489,331173,1051,69.7
2256534,331177,1093,106.0
2256542,331179,1004,5.67
2256543,331226,1051,76.5
2256560,331231,1004,3.83
2256616,331240,1093,82.0
2256624,331242,1004,4.34
2256625,331243,1051,76.4
2256651,331296,1004,8.93
2256662,331299,1051,67.5
2256712,331308,1093,85.0
2256720,331310,1004,7.81
2256721,331311,1051,66.5
2256726,331360,1004,8.63
2256737,331363,1051,66.8
2256788,331373,1093,74.0
2256796,331375,1004,8.76
2256798,331377,1051,66.3
2256827,331387,1051,40.4
2256869,331389,1093,52.0
2256878,331391,1004,47.9
2256880,331393,1051,37.1
2256929,331402,1093,98.0
2256938,331404,1004,47.6
2256985,331414,1093,72.0
2256995,331416,1004,46.1
2256997,331417,1051,40.0
2257065,331428,1093,92.0
2257073,331430,1004,3.97
2257074,331431,1051,76.4
2257125,331441,1093,86.0
2257133,331443,1004,7.71
2257135,331445,1051,66.9
2257186,331455,1093,81.0
2257194,331457,1004,8.6
2257196,331459,1051,66.9
2257263,331470,1093,115.0
2257273,331472,1004,3.74
2257275,331473,1051,77.0
2257325,331483,1093,120.0
2257333,331485,1004,5.33
2257336,331487,1051,72.2
2257338,331489,1051,69.9
2257390,331499,1093,106.0
2257398,331501,1004,6.29
2257400,331503,1051,43.8
2257466,331512,1093,45.0
2257475,331514,1004,44.3
2257477,331516,1093,77.0
2257486,331518,1004,44.5
2257488,331519,1051,38.4
2257581,331536,1093,62.0
2257591,331538,1004,44.0
2257593,331539,1051,40.7
2257660,331549,1093,84.0
2257668,331551,1004,4.01
2257669,331552,1051,76.5
2257720,331562,1093,96.0
2257728,331564,1004,8.24
2257730,331566,1051,68.0
2257778,331573,1093,80.0
2257786,331575,1004,9.01
2257791,331580,1051,66.9
2257835,331584,1093,59.0
2257844,331586,1004,41.4
2257870,331594,1051,47.6
2257873,331596,1051,42.4
2257922,331605,1093,92.0
2257931,331607,1004,41.1
2257978,331616,1093,81.0
2257987,331618,1004,42.5
2257989,331619,1051,41.7
2257991,331621,1051,76.2
2258060,331631,1093,97.0
2258068,331633,1004,4.41
2258117,331643,1093,80.0
2258125,331645,1004,8.66
2258127,331647,1051,68.0
2258177,331656,1093,72.0
2258185,331658,1004,8.15
2258186,331659,1051,67.4
2258252,331669,1093,107.0
2258262,331671,1004,3.63
2258264,331672,1051,76.6
2258313,331681,1093,111.0
2258321,331683,1004,5.18
2258323,331684,1051,71.0
2258373,331694,1093,97.0
2258381,331696,1004,6.19
2258384,331698,1051,69.7
2258450,331709,1093,111.0
2258460,331711,1004,4.36
2258462,331712,1051,76.5
2258512,331722,1093,119.0
2258520,331724,1004,5.64
2258523,331726,1051,70.0
2258525,331740,1051,70.2
2258575,331748,1093,169.0
2258583,331750,1004,6.33
2258586,331754,1051,47.6
2258585,331754,1004,42.7
2258634,331762,1093,118.0
2258689,331772,1093,111.0
2258698,331774,1004,41.8
2258700,331775,1051,40.7
2258747,331784,1093,139.0
2258758,331786,1051,47.0
2258759,331786,1004,38.9
2258808,331805,1093,183.0
2258816,331807,1004,3.8
2258817,331808,1051,77.9
2258867,331827,1093,217.0
2258875,331829,1004,7.2
2258876,331830,1051,69.0
2258926,331849,1093,210.0
2258934,331851,1004,6.91
2258935,331852,1051,70.1
2258985,331871,1093,182.0
2258993,331873,1004,3.88
2258995,331874,1051,77.8
2259044,331893,1093,182.0
2259052,331895,1004,5.21
2259054,331896,1051,73.4
2259085,331897,1093,117.0
2259098,331897,1004,5.95
2259101,331897,1051,69.9
2259079,331897,1003,23.9
2259099,331897,1005,0.0
2259198,331902,1093,55.0
2259203,331903,1004,3.99
2259201,331903,1051,64.7
2259252,331909,1093,43.0
2259255,331910,1051,65.3
2259257,331910,1004,3.35
2259305,331915,1093,45.0
2259309,331916,1051,65.3
2259311,331916,1004,3.17
2259363,331924,1093,40.0
2259369,331926,1004,2.17
2259367,331926,1051,66.5
2259432,331938,1093,53.0
2259437,331941,1051,65.8
2259439,331941,1004,3.91
2259494,331952,1093,44.0
2259499,331955,1051,64.4
2259501,331955,1004,2.88
2259571,331960,1093,47.0
2259525,331960,1005,0.0
2259565,331960,1003,32.1
2259524,331960,1004,3.24
2259527,331960,1051,65.3
2259822,331996,1093,390.0
2259825,331997,1051,87.6
2259824,331997,1004,2.24
2259835,332001,1093,396.0
2259837,332002,1004,2.16
2259838,332002,1051,87.9
2259848,332006,1093,408.0
2259851,332007,1051,87.5
2259850,332007,1004,2.05
2259861,332011,1093,392.0
2259864,332012,1051,87.2
2259863,332012,1004,1.98
2259868,332015,1093,398.0
2259877,332016,1051,86.9
2259876,332016,1004,2.14
2259887,332020,1093,385.0
2259890,332021,1051,87.6
2259889,332021,1004,1.87
2259900,332025,1093,407.0
2259903,332026,1051,87.8
2259902,332026,1004,2.02
2259965,332038,1093,405.0
2259967,332039,1004,2.16
2259968,332039,1051,87.6
2260030,332051,1093,404.0
2260032,332052,1004,1.99
2260033,332052,1051,87.9
2260043,332056,1093,404.0
2260046,332057,1051,86.0
2260045,332057,1004,2.82
2260056,332061,1093,395.0
2260058,332062,1004,1.97
2260059,332062,1051,87.1
2260069,332066,1093,351.0
2260071,332067,1004,2.34
2260072,332067,1051,87.5
2260337,332111,1093,342.0
2260345,332112,1051,86.6
2260344,332112,1004,1.38
